>NC_023061.1
331274	332008	-	2	1.100993	I:	D:
332237	333769	+	2	1.111857	I:	D:
333888	335348	+	3	1.139997	I:	D:
335370	335849	+	3	1.130493	I:	D:
335861	336877	+	2	1.167485	I:	D:
336899	337336	-	2	1.175581	I:	D:
337456	341020	-	1	1.140437	I:	D:339181,340056,
341033	342721	-	2	1.173616	I:	D:
342756	343604	-	3	1.136238	I:	D:
343811	345052	+	2	1.144225	I:	D:
345056	346270	+	2	1.111878	I:	D:
346291	347661	+	1	1.179186	I:	D:
348952	349758	+	1	1.153342	I:	D:
349808	350401	+	2	1.130063	I:	D:
350419	351384	+	1	1.147213	I:	D:
351402	353356	+	3	1.143728	I:	D:352564,
353381	354607	+	2	1.136684	I:	D:
354636	356107	+	3	1.126635	I:	D:355441,
356124	356957	+	3	1.143742	I:	D:
356983	357888	+	1	1.122412	I:	D:
357980	358195	+	2	1.141767	I:	D:
358316	360516	+	2	1.173379	I:359535,359611,	D:
360727	363465	+	1	1.156279	I:361669,	D:362446,
364085	364552	-	2	1.201279	I:	D:
364660	366207	-	1	1.136073	I:	D:
366479	367069	+	2	1.229978	I:	D:
367118	369547	+	2	1.174272	I:	D:
369564	372159	+	3	1.187788	I:370454,371095,	D:371133,
372162	375529	+	3	1.107454	I:	D:373585,
375795	376877	+	3	1.257248	I:	D:
376895	377437	-	2	1.151264	I:	D:
377452	378640	-	1	1.169364	I:378620,	D:
378698	379759	+	2	1.121986	I:	D:
379818	381890	-	3	1.172860	I:	D:
382185	383105	-	3	1.158272	I:	D:
383308	384158	+	1	1.167575	I:	D:383508,
384241	384405	+	1	1.249116	I:	D:
384442	384905	-	1	1.224699	I:384810,384881,	D:
384909	386438	-	3	1.162871	I:	D:
386667	388559	+	3	1.125301	I:	D:
388582	390398	-	1	1.194180	I:	D:389371,
390411	391019	-	3	1.189708	I:	D:
391037	392557	-	2	1.145327	I:	D:
392651	392740	-	2	1.243902	I:	D:
392833	393540	-	1	1.161571	I:	D:
393553	394248	-	1	1.155542	I:	D:
394318	394692	+	1	1.206963	I:	D:
394752	397201	+	3	1.127030	I:	D:396022,
397370	398173	+	2	1.188753	I:	D:
398237	399193	+	2	1.127108	I:	D:
400085	401101	-	2	1.177296	I:	D:
401104	401577	-	1	1.200872	I:	D:
401586	402488	+	3	1.134038	I:	D:
402567	402926	-	3	1.108137	I:	D:
402966	403367	-	3	1.191152	I:	D:
403521	404447	+	3	1.217516	I:	D:
404830	406026	+	1	1.158207	I:	D:
406090	409540	+	1	1.145122	I:406981,408030,408043,408823,	D:
409566	411471	+	3	1.175364	I:410601,	D:
411474	413210	+	3	1.139005	I:	D:
413247	415085	+	3	1.182427	I:413273,	D:414454,
415089	415850	-	3	1.146307	I:	D:
415974	416855	+	3	1.118247	I:	D:
416989	417957	+	1	1.139121	I:	D:
417958	418623	+	1	1.133909	I:	D:
418625	419329	+	2	1.135296	I:	D:
419367	420359	+	3	1.183999	I:	D:
420758	422533	-	2	1.218301	I:	D:
422573	423349	+	2	1.140601	I:	D:
423645	425198	+	3	1.163582	I:	D:
425710	425887	+	1	1.259400	I:425876,	D:
425965	426183	+	1	1.348200	I:	D:
426271	427152	+	1	1.181838	I:	D:
427271	427513	+	2	1.269645	I:	D:
427656	428126	+	3	1.218479	I:	D:
428139	428678	+	3	1.172771	I:	D:
428710	430251	+	1	1.174708	I:	D:
430351	431256	+	1	1.210288	I:	D:
431300	432700	+	2	1.187007	I:	D:
432710	434102	+	2	1.196874	I:433132,433288,	D:433218,
434272	435345	+	1	1.168092	I:	D:
435708	437813	+	3	1.128331	I:	D:
437869	439932	+	1	1.134235	I:	D:
440005	440832	+	1	1.157353	I:	D:
440857	441915	-	1	1.147594	I:	D:
442054	442893	+	1	1.147623	I:	D:
442985	443696	-	2	1.127575	I:442991,	D:
443825	444757	+	2	1.153983	I:	D:
444787	445767	-	1	1.132042	I:	D:
445925	446845	+	2	1.194604	I:	D:
446930	448057	-	2	1.158683	I:	D:
448091	448981	-	2	1.141238	I:	D:
449002	450992	-	1	1.171750	I:	D:450016,
451122	452039	-	3	1.134584	I:	D:
452045	453022	-	2	1.135823	I:	D:
453073	454713	-	1	1.160233	I:	D:
454778	455749	-	2	1.144715	I:	D:
455803	457239	-	1	1.147832	I:	D:
457405	458319	+	1	1.150767	I:	D:
458394	460007	-	3	1.177553	I:	D:
460499	460732	-	2	1.169064	I:	D:
460854	461723	-	3	1.115842	I:	D:
461814	462647	+	3	1.134079	I:	D:
462763	464471	-	1	1.140515	I:	D:463505,
464608	465294	+	1	1.143644	I:	D:
465330	466478	+	3	1.123667	I:	D:
467043	468272	+	3	1.137310	I:	D:
468327	469853	+	3	1.123743	I:	D:
469952	470875	-	2	1.227751	I:	D:
471213	472394	-	3	1.195162	I:	D:
472783	473262	+	1	1.189611	I:	D:
473273	474543	+	2	1.177819	I:474026,474073,	D:
474548	475552	-	2	1.206692	I:	D:
475712	476095	-	2	1.232234	I:	D:
476271	477149	-	3	1.180603	I:	D:
477447	478382	+	3	1.195304	I:	D:
478645	479760	+	1	1.164902	I:	D:
480003	480263	-	3	1.187296	I:	D:
480471	481595	+	3	1.165756	I:	D:
481685	482596	+	2	1.152314	I:	D:
482670	485718	+	3	1.131605	I:484718,484771,	D:483815,
485813	487247	+	2	1.131570	I:486546,	D:
487268	488305	+	2	1.148653	I:	D:
488328	490028	+	3	1.157320	I:488346,488401,489140,	D:
490054	490968	+	1	1.128850	I:	D:
491143	492135	+	1	1.129058	I:	D:
492151	493165	+	1	1.166625	I:492195,	D:
493291	493812	-	1	1.183593	I:	D:
493851	495422	-	3	1.172579	I:	D:
495455	496348	-	2	1.154318	I:	D:
496437	496949	+	3	1.138217	I:	D:
496956	497190	-	3	1.230520	I:496973,	D:
497309	498208	+	2	1.105666	I:	D:
498230	498838	-	2	1.194237	I:	D:
498914	499921	-	2	1.123995	I:	D:
499952	500887	-	2	1.108692	I:	D:
500901	501914	-	3	1.151233	I:	D:
502144	503319	-	1	1.157320	I:	D:
503350	503631	-	1	1.205940	I:	D:
503814	504569	+	3	1.159779	I:	D:
504798	506680	+	3	1.157307	I:	D:506057,
506750	508030	+	2	1.130715	I:	D:
508068	508937	-	3	1.147958	I:	D:
509197	509835	+	1	1.107431	I:	D:
510039	510647	+	3	1.130672	I:	D:
510736	513750	-	1	1.156101	I:511579,513259,	D:512577,513323,
513886	514767	+	1	1.104580	I:	D:
514840	515424	+	1	1.168660	I:	D:
515548	516747	-	1	1.139002	I:	D:
516894	517370	-	3	1.193786	I:	D:
517389	518333	-	3	1.169802	I:	D:
518352	520145	-	3	1.162984	I:	D:
520164	520658	-	3	1.157889	I:	D:
520733	524188	-	2	1.125225	I:522893,	D:522135,
524201	524899	-	2	1.151525	I:	D:
525061	525837	+	1	1.146259	I:	D:
526015	527013	+	1	1.124928	I:	D:
527208	527846	+	3	1.113342	I:	D:
527850	529403	+	3	1.144181	I:	D:
529585	530463	+	1	1.172876	I:	D:
530516	531041	+	2	1.146802	I:530541,	D:
531057	532388	-	3	1.144432	I:	D:
532487	534957	-	2	1.158831	I:533285,	D:533320,534152,
535205	536113	-	2	1.093567	I:	D:
536168	538358	-	2	1.174201	I:538207,	D:
538624	542427	+	1	1.145076	I:	D:
542608	543336	+	1	1.139755	I:	D:
543431	544297	+	2	1.143820	I:	D:
544428	545261	+	3	1.149337	I:	D:
545274	546311	+	3	1.124633	I:	D:
546343	547664	+	1	1.133290	I:	D:546998,
547670	548518	+	2	1.147091	I:	D:
548543	551307	+	2	1.130994	I:	D:549745,
551339	552893	-	2	1.177011	I:552814,	D:
552986	553804	+	2	1.151382	I:	D:
554003	555079	-	2	1.158110	I:	D:
555250	558861	+	1	1.137901	I:	D:
558970	559854	-	1	1.206783	I:	D:
559902	560924	+	3	1.149552	I:	D:
560936	561712	-	2	1.193841	I:	D:
562128	563746	-	3	1.130710	I:	D:563043,
564062	565078	+	2	1.200971	I:	D:
565275	566396	+	3	1.139143	I:	D:
566398	567501	+	1	1.147591	I:	D:
567562	568302	+	1	1.186328	I:	D:
568571	569587	+	2	1.139173	I:	D:
569722	570081	-	1	1.166134	I:	D:
570167	570529	+	2	1.152656	I:	D:
570562	572970	-	1	1.128009	I:572020,	D:571258,
572978	573892	-	2	1.101249	I:	D:
573908	575083	-	2	1.145494	I:	D:
575111	576331	-	2	1.169127	I:	D:
576351	577703	-	3	1.143990	I:	D:
577787	579817	-	2	1.151061	I:578791,	D:579183,
579830	580528	-	2	1.139550	I:	D:
580588	581640	-	1	1.155482	I:	D:
581810	583302	+	2	1.134985	I:582743,582764,	D:
583346	586238	-	2	1.137406	I:584862,	D:
586409	586597	+	2	1.212054	I:	D:
586614	587504	+	3	1.133997	I:	D:
587548	588402	+	1	1.118097	I:	D:
588521	588925	+	2	1.203232	I:	D:
589061	589837	-	2	1.183053	I:	D:
590020	590877	+	1	1.145584	I:	D:
590951	591598	+	2	1.176482	I:	D:
591623	592393	+	2	1.170195	I:	D:
592531	593808	+	1	1.131445	I:	D:
593824	601600	+	1	1.131094	I:	D:596910,600023,
601810	602808	+	1	1.149405	I:	D:
602882	604135	-	2	1.126648	I:	D:
604186	605685	-	1	1.127133	I:	D:
605693	607274	-	2	1.139993	I:606358,	D:
607284	610235	-	3	1.125331	I:608204,	D:609119,
610240	611832	-	1	1.201937	I:	D:
611974	613849	-	1	1.152650	I:612947,	D:
614096	615322	-	2	1.127684	I:	D:
615444	616484	-	3	1.122562	I:	D:
616595	617089	-	2	1.214676	I:	D:
617350	618513	+	1	1.145622	I:	D:
618666	619586	+	3	1.112306	I:	D:
619589	622058	+	2	1.113791	I:	D:620547,621346,
622309	624270	+	1	1.120880	I:	D:
624294	624833	+	3	1.128450	I:	D:
624872	626043	+	2	1.169294	I:	D:625246,
626113	628659	+	1	1.149457	I:	D:
629280	629390	-	3	1.251373	I:	D:
629443	629553	-	1	1.251373	I:	D:
630076	632427	+	1	1.159985	I:	D:
632445	633215	+	3	1.079765	I:	D:
633254	634111	+	2	1.133746	I:	D:
634114	635283	+	1	1.127967	I:	D:
635344	636984	+	1	1.148751	I:	D:
637005	637430	+	3	1.232516	I:	D:
637483	637887	+	1	1.273975	I:	D:
638359	639345	-	1	1.197962	I:	D:
639484	640795	+	1	1.175216	I:639621,	D:
640837	642081	+	1	1.152913	I:	D:
642121	644566	+	1	1.157419	I:643400,643425,	D:643956,
644581	645387	+	1	1.117057	I:	D:
645518	647245	-	2	1.134563	I:	D:
647605	648294	+	1	1.172029	I:	D:
648395	651122	-	2	1.133009	I:650338,650352,	D:649684,
651317	651469	+	2	1.257716	I:	D:
651597	655561	+	3	1.154225	I:652182,652575,653507,653524,	D:652660,654817,
656260	656346	-	1	1.194920	I:	D:
656350	656718	+	1	1.201472	I:	D:
657822	658645	-	3	1.174260	I:	D:657848,
658812	660700	+	3	1.149780	I:	D:659482,
660769	662326	+	1	1.144646	I:661593,	D:
662327	663765	+	2	1.176786	I:	D:663035,
663824	664021	+	2	1.355143	I:	D:
664561	666569	-	1	1.187826	I:	D:665422,
666661	667395	-	1	1.192605	I:	D:
667400	669159	-	2	1.135005	I:	D:668270,
669198	672057	-	3	1.145618	I:670306,	D:
672206	673303	-	2	1.169578	I:	D:
673501	676645	-	1	1.143960	I:675990,	D:
676734	676973	+	3	1.311273	I:	D:
677337	677881	-	3	1.311777	I:677397,677782,	D:
677906	680481	-	2	1.180051	I:	D:679907,
680532	681902	-	3	1.158848	I:	D:
681999	682529	+	3	1.277189	I:	D:
682619	683053	+	2	1.294121	I:	D:
683142	683603	+	3	1.175646	I:	D:
683613	684959	+	3	1.160066	I:	D:
685062	685988	+	3	1.122082	I:	D:
686014	687426	+	1	1.178980	I:	D:
687439	688380	+	1	1.144800	I:	D:
688601	689104	+	2	1.207086	I:	D:
689520	692253	+	3	1.205562	I:689748,691103,	D:690906,
692270	693718	+	2	1.146374	I:	D:
693783	694343	-	3	1.151520	I:	D:
694522	694926	-	1	1.289630	I:	D:
694935	695498	-	3	1.322850	I:	D:
695838	697037	-	3	1.263612	I:	D:
697058	699988	-	2	1.217026	I:	D:
700292	703801	-	2	1.152998	I:	D:
703937	704386	+	2	1.267428	I:	D:
704944	705924	-	1	1.161111	I:	D:
706068	706910	-	3	1.155502	I:	D:
706994	707893	+	2	1.137506	I:	D:
708082	708681	+	1	1.223520	I:708583,	D:708640,
708718	709911	+	1	1.113505	I:	D:
709985	711391	-	2	1.154586	I:	D:
711536	713953	+	2	1.113201	I:	D:
714001	714693	-	1	1.137891	I:	D:
714703	715539	-	1	1.140686	I:	D:
715543	717347	-	1	1.175565	I:	D:716370,
717678	718355	-	3	1.157039	I:	D:
718371	718919	-	3	1.192545	I:	D:
718978	720342	+	1	1.137449	I:	D:
720494	721690	+	2	1.152575	I:	D:
721948	723102	+	1	1.144761	I:	D:
723352	724029	+	1	1.159892	I:	D:
724057	724233	+	1	1.173870	I:	D:
724236	725883	+	3	1.144119	I:725077,	D:
725892	726593	+	3	1.107908	I:	D:
726956	727384	+	2	1.278595	I:	D:
727394	727786	+	2	1.199123	I:	D:
727956	729807	+	3	1.157942	I:729017,	D:
729893	730264	+	2	1.170878	I:	D:
730370	731479	-	2	1.131339	I:	D:
731559	732968	-	3	1.172621	I:	D:
733226	734455	+	2	1.173084	I:	D:
734498	735184	+	2	1.217615	I:	D:
735264	735902	-	3	1.100173	I:	D:
736108	737358	+	1	1.155505	I:	D:
737565	738044	+	3	1.174997	I:	D:
738092	739051	-	2	1.173561	I:	D:
739064	739621	-	2	1.201336	I:	D:
739835	740995	+	2	1.146898	I:	D:
740999	741142	+	2	1.187556	I:741118,	D:741040,
741173	744685	-	2	1.169700	I:743444,	D:741182,
745497	750241	+	3	1.206589	I:747443,	D:747408,748690,
750610	751467	-	1	1.271598	I:	D:
751536	751931	+	3	1.279436	I:	D:
752245	753003	+	1	1.228786	I:	D:
753013	753122	-	1	1.306027	I:	D:753098,
753137	753823	+	2	1.170306	I:	D:
753872	755134	-	2	1.188959	I:	D:
755161	756153	-	1	1.179637	I:	D:
756296	757198	+	2	1.155243	I:	D:
757319	758822	+	2	1.208877	I:757360,	D:
759012	762205	-	3	1.177162	I:	D:760208,
762381	764783	+	3	1.114388	I:	D:
764862	765971	-	3	1.179879	I:	D:
766138	766569	-	1	1.244710	I:	D:
766766	767101	+	2	1.162332	I:	D:
767118	767354	-	3	1.209859	I:	D:
767589	768524	+	3	1.174490	I:	D:
768642	769487	+	3	1.140956	I:	D:
769540	770502	+	1	1.171752	I:	D:
770578	771255	-	1	1.174851	I:	D:
771435	771833	+	3	1.149930	I:	D:
771907	772692	-	1	1.133813	I:	D:
772818	774236	-	3	1.164844	I:	D:
774244	775065	-	1	1.296109	I:	D:
775086	775865	+	3	1.183792	I:	D:
775915	776376	+	1	1.186300	I:	D:
776632	777705	+	1	1.134097	I:	D:
777735	780851	+	3	1.145547	I:	D:
780856	781578	+	1	1.131879	I:	D:
782085	782252	+	3	1.208600	I:	D:
782280	783010	-	3	1.150863	I:	D:782752,
783053	785760	-	2	1.141313	I:	D:784560,
785909	786412	-	2	1.189284	I:	D:
786708	789242	+	3	1.171086	I:789236,	D:787726,
789279	789674	-	3	1.289947	I:	D:
789711	790526	+	3	1.171264	I:	D:
790578	791459	-	3	1.165625	I:	D:
791553	792044	+	3	1.147710	I:	D:
792063	792609	-	3	1.151620	I:792069,	D:
792669	793634	-	3	1.148612	I:	D:
793636	795856	-	1	1.155773	I:794658,	D:
795944	797453	-	2	1.162782	I:796671,	D:
797488	798399	-	1	1.160114	I:	D:
798658	799590	-	1	1.195836	I:	D:
799617	800504	-	3	1.159329	I:	D:
800601	801687	+	3	1.139137	I:801003,	D:
801740	803307	-	2	1.165675	I:	D:802385,
803465	804877	+	2	1.155115	I:	D:
804935	805279	+	2	1.154202	I:	D:
805367	805831	+	2	1.118479	I:	D:
806111	808222	+	2	1.152130	I:	D:
808284	809272	-	3	1.119319	I:	D:809211,
809484	809954	+	3	1.144510	I:	D:
809967	810776	-	3	1.155172	I:	D:
810920	811417	+	2	1.143546	I:	D:
811471	814003	-	1	1.160850	I:	D:812282,813315,
814089	814589	-	3	1.272802	I:	D:
814665	815891	-	3	1.250841	I:814722,	D:815887,
815960	817051	-	2	1.216406	I:	D:
817091	817510	-	2	1.157810	I:	D:
817549	818229	-	1	1.172006	I:	D:
818232	818654	-	3	1.297140	I:	D:
818712	820442	-	3	1.189710	I:	D:
820508	823287	+	2	1.195427	I:821046,821744,	D:
